priority,shipping_cost,customer_name,ship_mode,customer_segment,product_category,product_subcategory,product_container,product_name,country,state_region,order_date,ship_date,quantity,unit_price,discount,sales,profit
Low,4,Edna Huang,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Master Giant Foot® Doorstop  Safety Yellow,United States,Massachusetts,06/09/2015,06/09/2015,1,7.59,0.05,8.83,6.0927
Not Specified,4,Sharon Long,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Master Giant Foot® Doorstop  Safety Yellow,United States,Georgia,03/16/2015,03/18/2015,3,7.59,0.07,22.48,-167.048
Critical,4,Ryan Herman,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,Master Giant Foot® Doorstop  Safety Yellow,United States,Minnesota,05/04/2015,05/04/2015,17,7.59,0.01,136.25,2.97
Critical,4,Thelma Abrams,Regular Air,Small Business,Furniture,Office Furnishings,Wrap Bag,Master Giant Foot® Doorstop  Safety Yellow,United States,Illinois,05/25/2015,05/28/2015,43,7.59,0,355.92,86.438
Medium,1.39,Pam Patton,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,#10- 4 1/8  x 9 1/2  Security-Tint Envelopes,United States,Massachusetts,05/21/2015,05/23/2015,52,7.64,0.02,406.91,117.38
Critical,5.83,Jon Hale,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Rediform Wirebound  Phone Memo  Message Book  11 x 5-3/4,United States,Florida,06/16/2015,06/17/2015,5,7.64,0.1,39.36,-403.1874
Not Specified,1.39,Kathy Turner,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,Security-Tint Envelopes,United States,New York,02/04/2015,02/07/2015,20,7.64,0.01,162.49,112.1181
Low,5.83,Lloyd Spencer,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,Rediform Wirebound  Phone Memo  Message Book  11 x 5-3/4,United States,Maine,05/10/2015,05/15/2015,9,7.64,0.09,72.83,4.032
Not Specified,5.83,Marsha P Joyner,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Rediform Wirebound  Phone Memo  Message Book  11 x 5-3/4,United States,West Virginia,01/31/2015,02/02/2015,2,7.64,0.05,16.6,-21.018
Medium,1.39,Amy Hamrick Melvin,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Security-Tint Envelopes,United States,New York,01/17/2015,01/19/2015,18,7.64,0.1,130.11,16.12
Not Specified,5.83,Ted Dunlap,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Rediform Wirebound  Phone Memo  Message Book  11 x 5-3/4,United States,New York,01/05/2015,01/06/2015,6,7.64,0.05,47.18,-40.2752
Low,1.39,Nicole Pope,Express Air,Corporate,Office Supplies,Envelopes,Small Box,#10- 4 1/8  x 9 1/2  Security-Tint Envelopes,United States,North Carolina,03/09/2015,03/13/2015,9,7.64,0.01,73.29,-1676.612
Low,1.39,Amy Hall,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,#10- 4 1/8  x 9 1/2  Security-Tint Envelopes,United States,Ohio,05/17/2015,05/26/2015,1,7.64,0.09,8.34,0.688
Not Specified,5.83,Julian F Wolfe,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Rediform Wirebound  Phone Memo  Message Book  11 x 5-3/4,United States,Illinois,02/24/2015,02/26/2015,12,7.64,0.03,96.86,-15.0904
Medium,1.39,Benjamin Strauss,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,#10- 4 1/8  x 9 1/2  Security-Tint Envelopes,United States,Texas,05/21/2015,05/23/2015,13,7.64,0.02,101.73,70.1937
Medium,6.16,Carrie McIntosh,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Strips,United States,Florida,01/06/2015,01/08/2015,1,7.68,0.07,22.13,125.9982
Critical,3.68,Rosemary O'Brien,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,United States,New York,04/25/2015,04/26/2015,27,7.7,0.1,197.48,-25.14
Critical,3.68,Yvonne Stephens,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,United States,California,04/25/2015,04/26/2015,7,7.7,0.1,51.2,-22.626
Critical,9.23,Jean Webster,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,United States,Pennsylvania,01/14/2015,01/16/2015,7,7.77,0.08,56.44,-209.25
Medium,9.23,Bobby Clements,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,United States,Ohio,03/17/2015,03/18/2015,5,7.77,0.08,40.3,-83.65
Not Specified,4.71,Sandra Faulkner,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,United States,Virginia,03/26/2015,03/29/2015,7,7.84,0.03,54.37,859.7178
Medium,4.71,Vicki Womble,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,United States,Washington,01/21/2015,01/22/2015,10,7.84,0.08,76.16,-12.87678
High,2.82,Kelly O'Connor,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,Staples Vinyl Coated Paper Clips  800/Box,United States,California,06/30/2015,07/01/2015,8,7.89,0.01,68.56,46.44
High,2.82,Jenny Gold,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,Staples Vinyl Coated Paper Clips  800/Box,United States,California,06/30/2015,07/01/2015,32,7.89,0.01,274.26,38.7
Low,4.95,Dwight Stephenson,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Staples Plastic Wall Frames,United States,California,06/17/2015,06/19/2015,4,7.96,0.03,35.16,24.2604
Medium,4.95,Oscar Kenney,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Staples Plastic Wall Frames,United States,Wisconsin,01/26/2015,01/26/2015,15,7.96,0.04,116.11,-7.73
Low,4.95,Louis Parrish,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Staples Plastic Wall Frames,United States,District of Columbia,06/17/2015,06/19/2015,17,7.96,0.03,149.41,22.25
Critical,6.5,Frances Johnson,Regular Air,Consumer,Office Supplies,Storage & Organization,Medium Box,Iris Project Case,United States,Maryland,06/22/2015,06/23/2015,4,7.98,0.01,34.91,-34.592
Critical,1.25,Doris Fitzpatrick,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Adams Telephone Message Book w/Frequently-Called Numbers Space  400 Messages per Book,United States,Indiana,02/15/2015,02/17/2015,5,7.98,0.07,38.53,26.5857
High,5.03,Andrea Shaw,Regular Air,Small Business,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,United States,Illinois,03/11/2015,03/12/2015,22,7.99,0.1,143.12,-160.952
Not Specified,5.03,Brenda May,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,United States,Illinois,06/09/2015,06/10/2015,4,7.99,0.06,28.46,-29.172
Low,5.03,Katharine Bass,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,United States,Nevada,01/13/2015,01/13/2015,10,7.99,0.06,65.74,-122.133
Not Specified,5.03,Lynda Rosenthal,Express Air,Home Office,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,United States,Texas,05/06/2015,05/08/2015,4,7.99,0.05,42.99,5.68700000000001
Critical,2.87,Courtney Nelson,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,TOPS Money Receipt Book  Consecutively Numbered in Red ,United States,Maryland,01/16/2015,01/18/2015,8,8.01,0.01,68.65,44.9768
Not Specified,8.94,Robyn Zhou,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes Twister Kit  Gray/Clear  3/pkg,United States,Colorado,06/20/2015,06/22/2015,15,8.04,0.05,121.36,-164.3948
High,8.94,Jessie Kelly,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes Twister Kit  Gray/Clear  3/pkg,United States,California,04/12/2015,04/14/2015,9,8.04,0.03,76.77,-160.2755
Not Specified,7.96,Roberta Daniel,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,6  Cubicle Wall Clock  Black,United States,New Mexico,05/03/2015,05/04/2015,10,8.09,0.08,80.35,-88.82
High,7.96,Lori Wolfe,Express Air,Home Office,Furniture,Office Furnishings,Small Box,6  Cubicle Wall Clock  Black,United States,Mississippi,01/15/2015,01/16/2015,6,8.09,0.08,48.25,15.984
Not Specified,7.96,Helen Stein,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,6  Cubicle Wall Clock  Black,United States,Ohio,02/02/2015,02/03/2015,11,8.09,0,90.98,-144.56
Medium,2.83,Joyce Knox,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,Imation Neon Mac Format Diskettes  10/Pack,United States,West Virginia,03/17/2015,03/18/2015,10,8.12,0.01,88.64,-40.76
High,2.83,Diane Lu,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Imation Neon Mac Format Diskettes  10/Pack,United States,Florida,03/19/2015,03/20/2015,17,8.12,0,147.62,-159.32
Medium,2.83,Johnny Reid,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Imation Neon Mac Format Diskettes  10/Pack,United States,Indiana,03/27/2015,03/28/2015,10,8.12,0.06,78.54,-82.83
High,2.83,Mike Howard,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,Imation Neon Mac Format Diskettes  10/Pack,United States,Ohio,05/24/2015,05/25/2015,12,8.12,0.08,98.77,-59.73
Medium,2.83,Nelson Hensley,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Imation Neon Mac Format Diskettes  10/Pack,United States,Washington,03/27/2015,03/28/2015,41,8.12,0.06,322.03,-82.83
Critical,1.69,Hazel Jones,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Wirebound Message Forms  Four 2 3/4 x 5 Forms per Page  Pink Paper,United States,California,05/16/2015,05/16/2015,19,8.17,0.1,145.36,100.2984
Medium,2.38,Jimmy Alston Holder,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,Imation 3.5 IBM Formatted Diskettes  10/Box,United States,Washington,05/15/2015,05/17/2015,12,8.32,0.06,101.26,-36.63
Low,2.38,Glenda Simon,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,Imation 3.5 IBM Formatted Diskettes  10/Box,United States,California,02/28/2015,03/04/2015,6,8.32,0.08,48.99,-41.83
Low,1.99,Arthur Lowe Nash,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,80 Minute Slim Jewel Case CD-R   10/Pack - Staples,United States,Maryland,04/04/2015,04/09/2015,11,8.33,0.04,89.76,9.9268
Medium,1.99,Ann Steele,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,80 Minute Slim Jewel Case CD-R   10/Pack - Staples,United States,Washington,02/26/2015,02/28/2015,6,8.33,0.07,50.28,11.95
Not Specified,1.99,Shannon Aldridge,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,80 Minute Slim Jewel Case CD-R   10/Pack - Staples,United States,Ohio,03/02/2015,03/04/2015,12,8.33,0,107.51,74.1819
High,1.99,Glen Caldwell,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,80 Minute Slim Jewel Case CD-R   10/Pack - Staples,United States,Washington,02/14/2015,02/15/2015,32,8.33,0.01,280.62,10.74
High,1.99,Thomas McAllister,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,80 Minute Slim Jewel Case CD-R   10/Pack - Staples,United States,Maryland,02/14/2015,02/15/2015,8,8.33,0.01,70.16,15.8952
Low,1.99,Teresa Hill,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,80 Minute Slim Jewel Case CD-R   10/Pack - Staples,United States,Oregon,06/30/2015,07/07/2015,16,8.33,0.04,131.26,44.892
Not Specified,1.99,Susan Carroll Berman,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,80 Minute Slim Jewel Case CD-R   10/Pack - Staples,United States,Washington,03/02/2015,03/04/2015,47,8.33,0,421.08,82.31
High,1.99,Vincent Daniel,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,80 Minute Slim Jewel Case CD-R   10/Pack - Staples,United States,Florida,02/25/2015,02/26/2015,1,8.33,0.06,8.49,-344.82
Low,4.82,Jeremy Pratt,Regular Air,Corporate,Office Supplies,Paper,Small Box,Southworth 25% Cotton Antique Laid Paper & Envelopes,United States,Indiana,02/04/2015,02/08/2015,5,8.34,0.03,43.27,-6.71
High,2.64,Tracy Livingston,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Elite Stainless Steel Scissors,United States,California,04/12/2015,04/12/2015,6,8.34,0.1,47.95,-6.34
Medium,4.82,Jason Bray,Regular Air,Home Office,Office Supplies,Paper,Small Box,Southworth 25% Cotton Antique Laid Paper & Envelopes,United States,California,04/06/2015,04/07/2015,9,8.34,0,76.23,-5.05
Critical,0.96,Jennifer Siegel,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Document Clip Frames,United States,Texas,01/10/2015,01/12/2015,6,8.34,0.01,49.78,34.3482
Critical,0.96,Gail Rankin Cole,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Document Clip Frames,United States,District of Columbia,01/10/2015,01/12/2015,24,8.34,0.01,199.12,29.332
High,1.43,Victoria Baker Hoover,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,REDIFORM Incoming/Outgoing Call Register  11  X 8 1/2   100 Messages,United States,Louisiana,05/17/2015,05/19/2015,16,8.34,0.07,132.08,-190.68
Critical,2.64,Irene Li,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Elite Stainless Steel Scissors,United States,Pennsylvania,01/31/2015,02/02/2015,4,8.34,0.03,34.64,0.683999999999999
Medium,2.64,Ken Cash,Regular Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Elite Stainless Steel Scissors,United States,Rhode Island,04/28/2015,04/30/2015,8,8.34,0.02,66.74,6.79
Critical,2.64,Kim Weiss,Express Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Elite Stainless Steel Scissors,United States,Florida,06/09/2015,06/11/2015,23,8.34,0,212.89,5.8625
Critical,2.64,Juanita Coley Knox,Express Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Elite Stainless Steel Scissors,United States,New York,06/09/2015,06/11/2015,6,8.34,0,55.54,10.5
Critical,10.16,Kate Lehman,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Westinghouse Clip-On Gooseneck Lamps,United States,Maryland,03/11/2015,03/13/2015,18,8.37,0.06,157.64,-255.65
Medium,10.16,Dennis Welch,Regular Air,Consumer,Furniture,Office Furnishings,Large Box,Westinghouse Clip-On Gooseneck Lamps,United States,Texas,06/29/2015,06/29/2015,13,8.37,0.08,108.99,-169.232
Critical,8.99,Kristine Singleton,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,Imation 3.5 IBM Diskettes  10/Box,United States,Illinois,03/04/2015,03/07/2015,5,8.46,0.09,45.03,-100.51
Low,1.99,Nelson Hong,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,United States,California,02/27/2015,02/28/2015,14,8.5,0.04,118.57,43.2752
Not Specified,1.99,Stephen Lam,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,United States,Nevada,02/28/2015,03/02/2015,14,8.5,0,122.25,71.7356
Critical,6.14,Shawn Stern,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Office Executive Series Stainless Steel Trimmers,United States,Virginia,04/09/2015,04/10/2015,11,8.57,0.06,94.97,105.678
Low,6.19,Pam Patton,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,United States,Massachusetts,02/16/2015,02/23/2015,37,8.6,0.04,311.66,-63.8135
Low,6.19,Kent Gill,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,United States,Alabama,05/02/2015,05/04/2015,5,8.6,0.04,46.85,309.7116
Not Specified,6.19,Wesley Tate,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,United States,Illinois,01/15/2015,01/15/2015,48,8.6,0,447.89,-42.8536
Not Specified,6.19,Amanda Conner,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,United States,Nebraska,03/11/2015,03/12/2015,9,8.6,0.06,79.4,-46.115
Not Specified,6.19,Crystal Floyd,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,United States,Michigan,01/15/2015,01/15/2015,12,8.6,0,111.97,-33.21154
Low,6.19,Michael Robbins,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,United States,Texas,02/16/2015,02/23/2015,9,8.6,0.04,75.81,-63.8135
Low,1.39,Robyn Zhou,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,#10- 4 1/8  x 9 1/2  Recycled Envelopes,United States,Colorado,01/12/2015,01/16/2015,7,8.74,0,65.2,44.988
Low,1.39,Edna Michael,Express Air,Small Business,Office Supplies,Envelopes,Small Box,#10- 4 1/8  x 9 1/2  Recycled Envelopes,United States,Florida,02/15/2015,02/20/2015,1,8.74,0.09,11.78,23.616
Low,8.29,Diane Barr,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,#10- 4 1/8  x 9 1/2  Recycled Envelopes,United States,Oregon,06/24/2015,06/26/2015,14,8.74,0,131.62,-79.4
Not Specified,5.6,Debra P May,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Plastic Binding Systems Combs,United States,Oklahoma,06/10/2015,06/11/2015,5,8.85,0.05,47.4,-7.3416
Not Specified,5.6,Troy Cassidy,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Plastic Binding Systems Combs,United States,California,06/10/2015,06/11/2015,21,8.85,0.05,199.08,-9.177
High,6.28,Angela Howe,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC Instant Index™ System for Binding Systems,United States,Nebraska,06/12/2015,06/14/2015,15,8.88,0.1,126.9,-27.28375
Low,6.28,Joyce Murray,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC Instant Index™ System for Binding Systems,United States,California,01/05/2015,01/10/2015,2,8.88,0.01,19.86,-15.456
Not Specified,2.01,Michael Tanner,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Recycled Desk Saver Line  While You Were Out  Book  5 1/2  X 4 ,United States,Michigan,03/27/2015,03/28/2015,9,8.95,0.07,76.91,53.0679
Not Specified,2.01,Marvin MacDonald,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Recycled Desk Saver Line  While You Were Out  Book  5 1/2  X 4 ,United States,California,03/27/2015,03/28/2015,36,8.95,0.07,307.65,91.73
High,9.86,Ted Dunlap,Regular Air,Home Office,Office Supplies,Paper,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,United States,New York,04/24/2015,04/25/2015,3,9.06,0.04,30.87,-53.25
Not Specified,9.86,Toni Swanson,Regular Air,Consumer,Office Supplies,Paper,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,United States,New York,06/20/2015,06/22/2015,24,9.06,0.02,239.82,-63.51
Not Specified,9.86,Jimmy Alston Holder,Regular Air,Consumer,Office Supplies,Paper,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,United States,Washington,06/20/2015,06/22/2015,6,9.06,0.02,59.95,-31.755
Not Specified,2.15,Daniel Huff,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Black Print Carbonless Snap-Off® Rapid Letter  8 1/2  x 7 ,United States,Wisconsin,03/20/2015,03/22/2015,3,9.11,0.02,27.37,18.41
High,2.15,Wesley Cho,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Black Print Carbonless Snap-Off® Rapid Letter  8 1/2  x 7 ,United States,Virginia,05/06/2015,05/06/2015,11,9.11,0.04,100.87,-23.072
Critical,2.15,Frank Hess,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Black Print Carbonless Snap-Off® Rapid Letter  8 1/2  x 7 ,United States,Maryland,04/10/2015,04/12/2015,2,9.11,0.1,17.42,-3.9312
Not Specified,2.25,Eileen Riddle,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Dixon Ticonderoga Core-Lock Colored Pencils,United States,Utah,06/01/2015,06/04/2015,2,9.11,0.04,18.59,-3.496
Critical,2.15,Alex Nicholson,Express Air,Consumer,Office Supplies,Paper,Wrap Bag,Black Print Carbonless Snap-Off® Rapid Letter  8 1/2  x 7 ,United States,California,01/02/2015,01/04/2015,4,9.11,0.09,34.41,20.2996
Medium,4.39,Kate Peck,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Wirebound Message Books  Four 2 3/4  x 5  Forms per Page  600 Sets per Book,United States,Iowa,05/12/2015,05/14/2015,1,9.27,0,10.65,-7.61
